#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-12-03T22:07:39 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5fc9612912c2	
#INFO	-out.max=unlimited	
#INFO	queryParameters=10	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=J/A+A/611/A1/spectrum
#-nav=cat:J/A+A/611/A1&tab:{J/A+A/611/A1/spectrum}&key:source=J/A+A/611/A1&HTTPPRM:&&-ref=VIZ5fc9612912c2&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-order=I&-out=lambda&lambda=1390 .. 1810&-out=SSI&-out=e_SSI&-file=-sort&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/611/A1/spectrum
#-source=J/A+A/611/A1/spectrum
#-out=lambda
#lambda=1390 .. 1810
#-out=SSI
#-out=e_SSI
#

#RESOURCE=yCat_36110001
#Name: J/A+A/611/A1
#Title: SOLAR/SOLSPEC Spectral Irradiance - 0.5-3000nm (Meftah+, 2018)
#Table	J_A_A_611_A1_spectrum:
#Name: J/A+A/611/A1/spectrum
#Title: *SOLAR-ISS spectrum, Version: 1.1, Date: 18-October-2017
#Column	lambda	(F13.8)	Wavelength	[ucd=em.wl]
#Column	SSI	(F11.8)	? Solar spectral irradiance	[ucd=spect.index]
#Column	e_SSI	(F11.8)	? Uncertainty on SSI (k=1)	[ucd=stat.error]
lambda	SSI	e_SSI
1724.50000000	 0.19251178	 0.63529908
1724.55000000	 0.19261760	 0.63561986
1724.60000000	 0.19272343	 0.63594064
1724.65000000	 0.19282925	 0.63626142
1724.70000000	 0.19293507	 0.63658220
1724.75000000	 0.19299353	 0.63690298
1724.80000000	 0.19296005	 0.63722376
1724.85000000	 0.19292656	 0.63754454
1724.90000000	 0.19289307	 0.63786532
1724.95000000	 0.19285959	 0.63818610
1725.00000000	 0.19282610	 0.63850688
1725.05000000	 0.19278336	 0.63882766
1725.10000000	 0.19272674	 0.63914843
1725.15000000	 0.19267012	 0.63946921
1725.20000000	 0.19261350	 0.63978999
1725.25000000	 0.19255688	 0.64011077
1725.30000000	 0.19250026	 0.64043155
1725.35000000	 0.19244859	 0.64075233
1725.40000000	 0.19240321	 0.64107311
1725.45000000	 0.19235783	 0.64139389
1725.50000000	 0.19231245	 0.64171467
1725.55000000	 0.19226708	 0.64203545
1725.60000000	 0.19222170	 0.64235623
1725.65000000	 0.19220430	 0.64267701
1725.70000000	 0.19221489	 0.64299779
1725.75000000	 0.19222548	 0.64331857
1725.80000000	 0.19223607	 0.64363935
1725.85000000	 0.19224666	 0.64396013
1725.90000000	 0.19225725	 0.64428091
1725.95000000	 0.19229688	 0.64460169
1726.00000000	 0.19236124	 0.64492247
1726.05000000	 0.19242561	 0.64524325
1726.10000000	 0.19248998	 0.64556403
1726.15000000	 0.19255435	 0.64588481
1726.20000000	 0.19261872	 0.64620559
1726.25000000	 0.19269511	 0.64652637
1726.30000000	 0.19278014	 0.64684715
1726.35000000	 0.19286516	 0.64716793
1726.40000000	 0.19295019	 0.64748871
1726.45000000	 0.19303521	 0.64780949
1726.50000000	 0.19312024	 0.64813027
1726.55000000	 0.19316114	 0.64845105
1726.60000000	 0.19317499	 0.64875051
1726.65000000	 0.19318885	 0.64898172
1726.70000000	 0.19320270	 0.64921293
1726.75000000	 0.19321655	 0.64944414
1726.80000000	 0.19323041	 0.64967536
1726.85000000	 0.19318490	 0.64990657
1726.90000000	 0.19310600	 0.65013778
1726.95000000	 0.19302710	 0.65036899
1727.00000000	 0.19294820	 0.65060020
1727.05000000	 0.19286930	 0.65083142
1727.10000000	 0.19279040	 0.65106263
1727.15000000	 0.19265471	 0.65129384
1727.20000000	 0.19249229	 0.65152505
1727.25000000	 0.19232987	 0.65175626
1727.30000000	 0.19216745	 0.65198748
1727.35000000	 0.19200503	 0.65221869
1727.40000000	 0.19184261	 0.65244990
1727.45000000	 0.19168032	 0.65268111
1727.50000000	 0.19151809	 0.65291232
1727.55000000	 0.19135586	 0.65314354
1727.60000000	 0.19119363	 0.65337475
1727.65000000	 0.19103139	 0.65360596
1727.70000000	 0.19086916	 0.65383717
1727.75000000	 0.19075223	 0.65406838
1727.80000000	 0.19065123	 0.65429960
1727.85000000	 0.19055022	 0.65453081
1727.90000000	 0.19044921	 0.65476202
1727.95000000	 0.19034820	 0.65499323
1728.00000000	 0.19024720	 0.65522444
1728.05000000	 0.19019341	 0.65545566
1728.10000000	 0.19015294	 0.65568687
1728.15000000	 0.19011247	 0.65591808
1728.20000000	 0.19007200	 0.65614929
1728.25000000	 0.19003153	 0.65638050
1728.30000000	 0.18999106	 0.65661172
1728.35000000	 0.19002779	 0.65684293
1728.40000000	 0.19008405	 0.65707414
1728.45000000	 0.19014032	 0.65730535
1728.50000000	 0.19019659	 0.65753656
1728.55000000	 0.19025286	 0.65776778
1728.60000000	 0.19030913	 0.65799899
1728.65000000	 0.19044279	 0.65823020
1728.70000000	 0.19059343	 0.65846141
1728.75000000	 0.19074408	 0.65869262
1728.80000000	 0.19089472	 0.65892384
1728.85000000	 0.19104536	 0.65915505
1728.90000000	 0.19119601	 0.65938626
1728.95000000	 0.19134630	 0.65961747
1729.00000000	 0.19149653	 0.65984868
1729.05000000	 0.19164677	 0.66007990
1729.10000000	 0.19179700	 0.66031111
1729.15000000	 0.19194724	 0.66054232
1729.20000000	 0.19209747	 0.66077353
1729.25000000	 0.19215868	 0.66100474
1729.30000000	 0.19220753	 0.66123596
1729.35000000	 0.19225638	 0.66146717
1729.40000000	 0.19230522	 0.66169838
1729.45000000	 0.19235407	 0.66192959
1729.50000000	 0.19240291	 0.66216080
1729.55000000	 0.19240822	 0.66239202
1729.60000000	 0.19240868	 0.66262323
1729.65000000	 0.19240914	 0.66285444
1729.70000000	 0.19240960	 0.66308565
1729.75000000	 0.19241006	 0.66331686
1729.80000000	 0.19241053	 0.66354808
1729.85000000	 0.19238821	 0.66377929
1729.90000000	 0.19236332	 0.66401050
1729.95000000	 0.19233842	 0.66424171
1730.00000000	 0.19231352	 0.66447292
1730.05000000	 0.19228862	 0.66470414
1730.10000000	 0.19226372	 0.66493535
1730.15000000	 0.19220999	 0.66516656
1730.20000000	 0.19215376	 0.66539777
1730.25000000	 0.19209753	 0.66562898
1730.30000000	 0.19204129	 0.66586019
1730.35000000	 0.19198506	 0.66609141
1730.40000000	 0.19192883	 0.66632262
1730.45000000	 0.19185536	 0.66655383
1730.50000000	 0.19178079	 0.66678504
1730.55000000	 0.19170622	 0.66701625
1730.60000000	 0.19163165	 0.66699865
1730.65000000	 0.19155709	 0.66694452
1730.70000000	 0.19148252	 0.66689039
1730.75000000	 0.19142741	 0.66683626
1730.80000000	 0.19137355	 0.66678213
1730.85000000	 0.19131969	 0.66672800
1730.90000000	 0.19126583	 0.66667387
1730.95000000	 0.19121197	 0.66661974
1731.00000000	 0.19115811	 0.66656561
1731.05000000	 0.19107534	 0.66651148
1731.10000000	 0.19099136	 0.66645735
1731.15000000	 0.19090738	 0.66640322
1731.20000000	 0.19082341	 0.66634909
1731.25000000	 0.19073943	 0.66629496
1731.30000000	 0.19065546	 0.66624083
1731.35000000	 0.19054696	 0.66618670
1731.40000000	 0.19043744	 0.66613257
1731.45000000	 0.19032792	 0.66607844
1731.50000000	 0.19021841	 0.66602431
1731.55000000	 0.19010889	 0.66597018
1731.60000000	 0.18999937	 0.66591605
1731.65000000	 0.18982797	 0.66586192
1731.70000000	 0.18965386	 0.66580779
1731.75000000	 0.18947974	 0.66575366
1731.80000000	 0.18930563	 0.66569953
1731.85000000	 0.18913152	 0.66564540
1731.90000000	 0.18895741	 0.66559127
1731.95000000	 0.18857619	 0.66553714
1732.00000000	 0.18818634	 0.66548301
1732.05000000	 0.18779649	 0.66542888
1732.10000000	 0.18740664	 0.66537475
1732.15000000	 0.18701679	 0.66532062
1732.20000000	 0.18662694	 0.66526649
1732.25000000	 0.18608976	 0.66521236
1732.30000000	 0.18554645	 0.66515823
1732.35000000	 0.18500314	 0.66510410
1732.40000000	 0.18445982	 0.66504997
1732.45000000	 0.18391651	 0.66499584
1732.50000000	 0.18337319	 0.66494171
1732.55000000	 0.18297530	 0.66488758
1732.60000000	 0.18258347	 0.66483345
1732.65000000	 0.18219164	 0.66477932
1732.70000000	 0.18179981	 0.66472519
1732.75000000	 0.18140798	 0.66467106
1732.80000000	 0.18101616	 0.66461693
1732.85000000	 0.18085174	 0.66456280
1732.90000000	 0.18069680	 0.66450867
1732.95000000	 0.18054187	 0.66445455
1733.00000000	 0.18038693	 0.66440042
1733.05000000	 0.18023199	 0.66434629
1733.10000000	 0.18007705	 0.66429216
1733.15000000	 0.17996644	 0.66423803
1733.20000000	 0.17985776	 0.66418390
1733.25000000	 0.17974909	 0.66412977
1733.30000000	 0.17964041	 0.66407564
1733.35000000	 0.17953174	 0.66402151
1733.40000000	 0.17942306	 0.66396738
1733.45000000	 0.17945157	 0.66391325
1733.50000000	 0.17948883	 0.66385912
1733.55000000	 0.17952609	 0.66380499
1733.60000000	 0.17956336	 0.66375086
1733.65000000	 0.17960062	 0.66369673
1733.70000000	 0.17963788	 0.66364260
1733.75000000	 0.17984423	 0.66358847
1733.80000000	 0.18006138	 0.66353434
1733.85000000	 0.18027853	 0.66348021
1733.90000000	 0.18049567	 0.66342608
1733.95000000	 0.18071282	 0.66337195
1734.00000000	 0.18092996	 0.66331782
1734.05000000	 0.18111352	 0.66326369
1734.10000000	 0.18129415	 0.66320956
1734.15000000	 0.18147478	 0.66315543
1734.20000000	 0.18165541	 0.66310130
1734.25000000	 0.18183604	 0.66304717
1734.30000000	 0.18201667	 0.66299304
1734.35000000	 0.18199033	 0.66293891
1734.40000000	 0.18194047	 0.66288478
1734.45000000	 0.18189062	 0.66283065
1734.50000000	 0.18184077	 0.66277652
1734.55000000	 0.18179091	 0.66265492
1734.60000000	 0.18174106	 0.66247300
1734.65000000	 0.18163113	 0.66229109
1734.70000000	 0.18151452	 0.66210917
1734.75000000	 0.18139792	 0.66192725
1734.80000000	 0.18128132	 0.66174534
1734.85000000	 0.18116472	 0.66156342
1734.90000000	 0.18104811	 0.66138150
1734.95000000	 0.18090895	 0.66119959
1735.00000000	 0.18076671	 0.66101767
1735.05000000	 0.18062447	 0.66083575
1735.10000000	 0.18048223	 0.66065384
1735.15000000	 0.18033999	 0.66047192
1735.20000000	 0.18019775	 0.66029000
1735.25000000	 0.17997268	 0.66010809
1735.30000000	 0.17973414	 0.65992617
1735.35000000	 0.17949559	 0.65974425
1735.40000000	 0.17925704	 0.65956234
1735.45000000	 0.17901850	 0.65938042
1735.50000000	 0.17877995	 0.65919850
1735.55000000	 0.17842843	 0.65901659
1735.60000000	 0.17805210	 0.65883467
1735.65000000	 0.17767577	 0.65865276
1735.70000000	 0.17729945	 0.65847084
1735.75000000	 0.17692312	 0.65828892
1735.80000000	 0.17654680	 0.65810701
1735.85000000	 0.17617579	 0.65792509
1735.90000000	 0.17580612	 0.65774317
1735.95000000	 0.17543645	 0.65756126
1736.00000000	 0.17506679	 0.65737934
1736.05000000	 0.17469712	 0.65719742
1736.10000000	 0.17432745	 0.65701551
1736.15000000	 0.17408815	 0.65683359
1736.20000000	 0.17388562	 0.65665167
1736.25000000	 0.17368308	 0.65646976
1736.30000000	 0.17348055	 0.65628784
1736.35000000	 0.17327802	 0.65610592
1736.40000000	 0.17307549	 0.65592401
1736.45000000	 0.17303181	 0.65574209
1736.50000000	 0.17303831	 0.65556017
1736.55000000	 0.17304480	 0.65537826
1736.60000000	 0.17305130	 0.65519634
1736.65000000	 0.17305779	 0.65501443
1736.70000000	 0.17306428	 0.65483251
1736.75000000	 0.17317860	 0.65465059
1736.80000000	 0.17333484	 0.65446868
1736.85000000	 0.17349108	 0.65428676
1736.90000000	 0.17364732	 0.65410484
1736.95000000	 0.17380356	 0.65392293
1737.00000000	 0.17395981	 0.65374101
1737.05000000	 0.17420409	 0.65355909
1737.10000000	 0.17448981	 0.65337718
1737.15000000	 0.17477553	 0.65319526
1737.20000000	 0.17506125	 0.65301334
1737.25000000	 0.17534696	 0.65283143
1737.30000000	 0.17563268	 0.65264951
1737.35000000	 0.17597742	 0.65246759
1737.40000000	 0.17635536	 0.65228568
1737.45000000	 0.17673330	 0.65210376
1737.50000000	 0.17711125	 0.65192185
1737.55000000	 0.17748919	 0.65173993
1737.60000000	 0.17786713	 0.65155801
1737.65000000	 0.17823253	 0.65137610
1737.70000000	 0.17858956	 0.65119418
1737.75000000	 0.17894660	 0.65101226
1737.80000000	 0.17930364	 0.65083035
1737.85000000	 0.17966067	 0.65064843
1737.90000000	 0.18001771	 0.65046651
1737.95000000	 0.18031933	 0.65028460
1738.00000000	 0.18057741	 0.65010268
1738.05000000	 0.18083548	 0.64992076
1738.10000000	 0.18109356	 0.64973885
1738.15000000	 0.18135164	 0.64955693
1738.20000000	 0.18160972	 0.64937501
1738.25000000	 0.18182339	 0.64919310
1738.30000000	 0.18199607	 0.64901118
1738.35000000	 0.18216875	 0.64882926
1738.40000000	 0.18234144	 0.64864735
1738.45000000	 0.18251412	 0.64846543
1738.50000000	 0.18268680	 0.64832659
1738.55000000	 0.18283069	 0.64835378
1738.60000000	 0.18294338	 0.64838097
1738.65000000	 0.18305607	 0.64840816
1738.70000000	 0.18316876	 0.64843535
1738.75000000	 0.18328145	 0.64846254
1738.80000000	 0.18339414	 0.64848973
1738.85000000	 0.18348983	 0.64851692
1738.90000000	 0.18356388	 0.64854412
1738.95000000	 0.18363793	 0.64857131
1739.00000000	 0.18371198	 0.64859850
1739.05000000	 0.18378602	 0.64862569
1739.10000000	 0.18386007	 0.64865288
1739.15000000	 0.18393085	 0.64868007
1739.20000000	 0.18399673	 0.64870726
1739.25000000	 0.18406261	 0.64873445
1739.30000000	 0.18412848	 0.64876164
1739.35000000	 0.18419436	 0.64878883
1739.40000000	 0.18426024	 0.64881602
1739.45000000	 0.18433097	 0.64884321
1739.50000000	 0.18441113	 0.64887040
1739.55000000	 0.18449129	 0.64889759
1739.60000000	 0.18457144	 0.64892478
1739.65000000	 0.18465160	 0.64895197
1739.70000000	 0.18473176	 0.64897916
1739.75000000	 0.18480706	 0.64900635
1739.80000000	 0.18486988	 0.64903354
1739.85000000	 0.18493270	 0.64906073
1739.90000000	 0.18499552	 0.64908792
1739.95000000	 0.18505834	 0.64911511
1740.00000000	 0.18512115	 0.64914231
1740.05000000	 0.18515157	 0.64916950
1740.10000000	 0.18507940	 0.64919669
1740.15000000	 0.18500722	 0.64922388
1740.20000000	 0.18493504	 0.64925107
1740.25000000	 0.18486286	 0.64927826
1740.30000000	 0.18479068	 0.64930545
1740.35000000	 0.18470360	 0.64933264
1740.40000000	 0.18454953	 0.64935983
1740.45000000	 0.18439546	 0.64938702
1740.50000000	 0.18424139	 0.64941421
1740.55000000	 0.18408732	 0.64944140
1740.60000000	 0.18393326	 0.64946859
1740.65000000	 0.18378652	 0.64949578
1740.70000000	 0.18369358	 0.64952297
1740.75000000	 0.18360063	 0.64955016
1740.80000000	 0.18350769	 0.64957735
1740.85000000	 0.18341475	 0.64960454
1740.90000000	 0.18332180	 0.64963173
1740.95000000	 0.18323448	 0.64965892
1741.00000000	 0.18323515	 0.64968611
1741.05000000	 0.18323582	 0.64971331
1741.10000000	 0.18323649	 0.64974050
1741.15000000	 0.18323716	 0.64976769
1741.20000000	 0.18323783	 0.64979488
1741.25000000	 0.18323850	 0.64982207
1741.30000000	 0.18325346	 0.64984926
1741.35000000	 0.18326841	 0.64987645
1741.40000000	 0.18328336	 0.64990364
1741.45000000	 0.18329831	 0.64993083
1741.50000000	 0.18331326	 0.64995802
1741.55000000	 0.18332822	 0.64998521
1741.60000000	 0.18344677	 0.65001240
1741.65000000	 0.18357194	 0.65003959
1741.70000000	 0.18369711	 0.65006678
1741.75000000	 0.18382228	 0.65009397
1741.80000000	 0.18394745	 0.65012116
1741.85000000	 0.18407262	 0.65014835
1741.90000000	 0.18424351	 0.65017554
1741.95000000	 0.18442196	 0.65020273
1742.00000000	 0.18460042	 0.65022992
1742.05000000	 0.18477887	 0.65025711
1742.10000000	 0.18495732	 0.65028431
1742.15000000	 0.18513578	 0.65031150
1742.20000000	 0.18523115	 0.65033869
1742.25000000	 0.18530576	 0.65036588
1742.30000000	 0.18538036	 0.65039307
1742.35000000	 0.18545497	 0.65042026
1742.40000000	 0.18552957	 0.65044745
1742.45000000	 0.18560418	 0.65047464
1742.50000000	 0.18560648	 0.65071856
1742.55000000	 0.18558067	 0.65098444
1742.60000000	 0.18555487	 0.65125032
1742.65000000	 0.18552906	 0.65151621
1742.70000000	 0.18550325	 0.65178209
1742.75000000	 0.18547744	 0.65204797
1742.80000000	 0.18547580	 0.65231385
1742.85000000	 0.18548763	 0.65257973
1742.90000000	 0.18549946	 0.65284561
1742.95000000	 0.18551129	 0.65311150
1743.00000000	 0.18552312	 0.65337738
1743.05000000	 0.18553496	 0.65364326
1743.10000000	 0.18556686	 0.65390914
1743.15000000	 0.18561331	 0.65417502
1743.20000000	 0.18565975	 0.65444091
1743.25000000	 0.18570619	 0.65470679
1743.30000000	 0.18575263	 0.65497267
1743.35000000	 0.18579908	 0.65523855
1743.40000000	 0.18585062	 0.65550443
1743.45000000	 0.18590727	 0.65577031
1743.50000000	 0.18596392	 0.65603620
1743.55000000	 0.18602057	 0.65630208
1743.60000000	 0.18607722	 0.65656796
1743.65000000	 0.18613387	 0.65683384
1743.70000000	 0.18619162	 0.65709972
1743.75000000	 0.18625090	 0.65736560
1743.80000000	 0.18631017	 0.65763149
1743.85000000	 0.18636945	 0.65789737
1743.90000000	 0.18642872	 0.65816325
1743.95000000	 0.18648800	 0.65842913
1744.00000000	 0.18651840	 0.65869501
1744.05000000	 0.18649276	 0.65896089
1744.10000000	 0.18646712	 0.65922678
1744.15000000	 0.18644147	 0.65949266
1744.20000000	 0.18641583	 0.65975854
1744.25000000	 0.18639019	 0.66002442
1744.30000000	 0.18632665	 0.66029030
1744.35000000	 0.18615525	 0.66055619
1744.40000000	 0.18598385	 0.66082207
1744.45000000	 0.18581246	 0.66108795
1744.50000000	 0.18564106	 0.66135383
1744.55000000	 0.18546967	 0.66161971
1744.60000000	 0.18529205	 0.66188559
1744.65000000	 0.18508174	 0.66215148
1744.70000000	 0.18487144	 0.66241736
1744.75000000	 0.18466114	 0.66268324
1744.80000000	 0.18445084	 0.66294912
1744.85000000	 0.18424054	 0.66321500
1744.90000000	 0.18403378	 0.66348088
1744.95000000	 0.18386765	 0.66374677
1745.00000000	 0.18370152	 0.66401265
1745.05000000	 0.18353539	 0.66427853
1745.10000000	 0.18336926	 0.66454441
1745.15000000	 0.18320313	 0.66481029
1745.20000000	 0.18303700	 0.66507618
1745.25000000	 0.18291855	 0.66534206
1745.30000000	 0.18280107	 0.66560794
1745.35000000	 0.18268358	 0.66587382
1745.40000000	 0.18256610	 0.66613970
1745.45000000	 0.18244862	 0.66640558
1745.50000000	 0.18233114	 0.66667147
1745.55000000	 0.18229933	 0.66693735
1745.60000000	 0.18227704	 0.66720323
1745.65000000	 0.18225476	 0.66746911
1745.70000000	 0.18223247	 0.66773499
1745.75000000	 0.18221018	 0.66800087
1745.80000000	 0.18218789	 0.66826676
1745.85000000	 0.18219931	 0.66853264
1745.90000000	 0.18221925	 0.66879852
1745.95000000	 0.18223920	 0.66906440
1746.00000000	 0.18225914	 0.66933028
1746.05000000	 0.18227909	 0.66959617
1746.10000000	 0.18229903	 0.66986205
1746.15000000	 0.18223698	 0.67012793
1746.20000000	 0.18213978	 0.67039381
1746.25000000	 0.18204258	 0.67065969
1746.30000000	 0.18194538	 0.67092557
1746.35000000	 0.18184818	 0.67119146
1746.40000000	 0.18175098	 0.67145734
1746.45000000	 0.18164556	 0.67163010
1746.50000000	 0.18153465	 0.67174912
1746.55000000	 0.18142374	 0.67186813
1746.60000000	 0.18131283	 0.67198715
1746.65000000	 0.18120192	 0.67210616
1746.70000000	 0.18109101	 0.67222517
1746.75000000	 0.18103050	 0.67234419
1746.80000000	 0.18102039	 0.67246320
1746.85000000	 0.18101029	 0.67258221
1746.90000000	 0.18100018	 0.67270123
1746.95000000	 0.18099007	 0.67282024
1747.00000000	 0.18097996	 0.67293925
1747.05000000	 0.18098502	 0.67305827
1747.10000000	 0.18101282	 0.67317728
1747.15000000	 0.18104063	 0.67329630
1747.20000000	 0.18106843	 0.67341531
1747.25000000	 0.18109624	 0.67353432
1747.30000000	 0.18112404	 0.67365334
1747.35000000	 0.18117725	 0.67377235
1747.40000000	 0.18128975	 0.67389136
1747.45000000	 0.18140225	 0.67401038
1747.50000000	 0.18151475	 0.67412939
1747.55000000	 0.18162725	 0.67424841
1747.60000000	 0.18173975	 0.67436742
1747.65000000	 0.18188207	 0.67448643
1747.70000000	 0.18216029	 0.67460545
1747.75000000	 0.18243850	 0.67472446
1747.80000000	 0.18271672	 0.67484347
1747.85000000	 0.18299493	 0.67496249
1747.90000000	 0.18327315	 0.67508150
1747.95000000	 0.18354846	 0.67520051
1748.00000000	 0.18379042	 0.67531953
1748.05000000	 0.18403238	 0.67543854
1748.10000000	 0.18427433	 0.67555756
1748.15000000	 0.18451629	 0.67567657
1748.20000000	 0.18475825	 0.67579558
1748.25000000	 0.18500021	 0.67591460
1748.30000000	 0.18503803	 0.67603361
1748.35000000	 0.18506735	 0.67615262
1748.40000000	 0.18509668	 0.67627164
1748.45000000	 0.18512600	 0.67639065
1748.50000000	 0.18515532	 0.67650966
1748.55000000	 0.18518464	 0.67662868
1748.60000000	 0.18511125	 0.67674769
1748.65000000	 0.18502113	 0.67686671
1748.70000000	 0.18493102	 0.67698572
1748.75000000	 0.18484091	 0.67710473
1748.80000000	 0.18475079	 0.67722375
1748.85000000	 0.18466068	 0.67734276
1748.90000000	 0.18457066	 0.67746177
1748.95000000	 0.18448068	 0.67758079
1749.00000000	 0.18439070	 0.67769980
1749.05000000	 0.18430072	 0.67781881
1749.10000000	 0.18421073	 0.67793783
1749.15000000	 0.18412075	 0.67805684
1749.20000000	 0.18401925	 0.67817586
1749.25000000	 0.18391076	 0.67829487
1749.30000000	 0.18380227	 0.67841388
1749.35000000	 0.18369377	 0.67853290
1749.40000000	 0.18358528	 0.67865191
1749.45000000	 0.18347679	 0.67877092
1749.50000000	 0.18334670	 0.67888994
1749.55000000	 0.18319503	 0.67900895
1749.60000000	 0.18304336	 0.67912796
1749.65000000	 0.18289168	 0.67924698
1749.70000000	 0.18274001	 0.67936599
1749.75000000	 0.18258834	 0.67948501
1749.80000000	 0.18244034	 0.67960402
1749.85000000	 0.18229836	 0.67972303
1749.90000000	 0.18215637	 0.67984205
1749.95000000	 0.18201438	 0.67996106
1750.00000000	 0.18187239	 0.68008007
1750.05000000	 0.18173040	 0.68019909
1750.10000000	 0.18160143	 0.68031810
1750.15000000	 0.18151366	 0.68043711
1750.20000000	 0.18142588	 0.68055613
1750.25000000	 0.18133811	 0.68067514
1750.30000000	 0.18125034	 0.68079416
1750.35000000	 0.18116257	 0.68091317
1750.40000000	 0.18108178	 0.68100790
1750.45000000	 0.18105221	 0.68106334
1750.50000000	 0.18102264	 0.68111878
1750.55000000	 0.18099307	 0.68117423
1750.60000000	 0.18096350	 0.68122967
1750.65000000	 0.18093393	 0.68128511
1750.70000000	 0.18090436	 0.68134055
1750.75000000	 0.18094176	 0.68139599
1750.80000000	 0.18097917	 0.68145144
1750.85000000	 0.18101658	 0.68150688
1750.90000000	 0.18105398	 0.68156232
1750.95000000	 0.18109139	 0.68161776
1751.00000000	 0.18112880	 0.68167321
1751.05000000	 0.18116406	 0.68172865
1751.10000000	 0.18119898	 0.68178409
1751.15000000	 0.18123390	 0.68183953
1751.20000000	 0.18126882	 0.68189498
1751.25000000	 0.18130374	 0.68195042
1751.30000000	 0.18133866	 0.68200586
1751.35000000	 0.18136659	 0.68206130
1751.40000000	 0.18139205	 0.68211674
1751.45000000	 0.18141752	 0.68217219
1751.50000000	 0.18144298	 0.68222763
1751.55000000	 0.18146845	 0.68228307
1751.60000000	 0.18149392	 0.68233851
1751.65000000	 0.18153067	 0.68239396
1751.70000000	 0.18157496	 0.68244940
1751.75000000	 0.18161925	 0.68250484
1751.80000000	 0.18166354	 0.68256028
1751.85000000	 0.18170782	 0.68261572
1751.90000000	 0.18175211	 0.68267117
1751.95000000	 0.18179055	 0.68272661
1752.00000000	 0.18182214	 0.68278205
1752.05000000	 0.18185372	 0.68283749
1752.10000000	 0.18188530	 0.68289294
1752.15000000	 0.18191689	 0.68294838
1752.20000000	 0.18194847	 0.68300382
1752.25000000	 0.18196267	 0.68305926
1752.30000000	 0.18193993	 0.68311470
1752.35000000	 0.18191719	 0.68317015
1752.40000000	 0.18189445	 0.68322559
1752.45000000	 0.18187171	 0.68328103
1752.50000000	 0.18184897	 0.68333647
1752.55000000	 0.18183884	 0.68339192
1752.60000000	 0.18188619	 0.68344736
1752.65000000	 0.18193353	 0.68350280
1752.70000000	 0.18198087	 0.68355824
1752.75000000	 0.18202821	 0.68361369
1752.80000000	 0.18207556	 0.68366913
1752.85000000	 0.18212590	 0.68372457
1752.90000000	 0.18224827	 0.68378001
1752.95000000	 0.18237064	 0.68383545
1753.00000000	 0.18249302	 0.68389090
1753.05000000	 0.18261539	 0.68394634
1753.10000000	 0.18273776	 0.68400178
1753.15000000	 0.18286013	 0.68405722
1753.20000000	 0.18294165	 0.68411267
1753.25000000	 0.18301759	 0.68416811
1753.30000000	 0.18309354	 0.68422355
1753.35000000	 0.18316949	 0.68427899
1753.40000000	 0.18324543	 0.68433443
1753.45000000	 0.18332138	 0.68438988
1753.50000000	 0.18334139	 0.68444532
1753.55000000	 0.18334174	 0.68450076
1753.60000000	 0.18334210	 0.68455620
1753.65000000	 0.18334245	 0.68461165
1753.70000000	 0.18334281	 0.68466709
1753.75000000	 0.18334316	 0.68472253
1753.80000000	 0.18331752	 0.68477797
1753.85000000	 0.18327306	 0.68483341
1753.90000000	 0.18322859	 0.68488886
1753.95000000	 0.18318412	 0.68494430
1754.00000000	 0.18313966	 0.68499974
1754.05000000	 0.18309519	 0.68505518
1754.10000000	 0.18302368	 0.68511063
1754.15000000	 0.18291775	 0.68516607
1754.20000000	 0.18281182	 0.68522151
1754.25000000	 0.18270589	 0.68527695
1754.30000000	 0.18259997	 0.68533239
1754.35000000	 0.18249404	 0.68541313
1754.40000000	 0.18238862	 0.68563500
1754.45000000	 0.18228453	 0.68585686
1754.50000000	 0.18218044	 0.68607872
1754.55000000	 0.18207635	 0.68630058
1754.60000000	 0.18197226	 0.68652245
1754.65000000	 0.18186817	 0.68674431
1754.70000000	 0.18177152	 0.68696617
1754.75000000	 0.18172950	 0.68718804
1754.80000000	 0.18168748	 0.68740990
1754.85000000	 0.18164545	 0.68763176
1754.90000000	 0.18160343	 0.68785363
1754.95000000	 0.18156141	 0.68807549
1755.00000000	 0.18151938	 0.68829735
1755.05000000	 0.18150664	 0.68851921
1755.10000000	 0.18149512	 0.68874108
1755.15000000	 0.18148360	 0.68896294
1755.20000000	 0.18147208	 0.68918480
1755.25000000	 0.18146055	 0.68940667
1755.30000000	 0.18144903	 0.68962853
1755.35000000	 0.18147110	 0.68985039
1755.40000000	 0.18150167	 0.69007225
1755.45000000	 0.18153224	 0.69029412
1755.50000000	 0.18156280	 0.69051598
1755.55000000	 0.18159337	 0.69073784
1755.60000000	 0.18162394	 0.69095971
1755.65000000	 0.18169353	 0.69118157
1755.70000000	 0.18178508	 0.69140343
1755.75000000	 0.18187662	 0.69162530
1755.80000000	 0.18196816	 0.69184716
